#心中的古装剧Top1#,Query time: 2023-12-21 20:13:26
必须是天下第一的李相夷李莲花,2023-12-21 10:20
正在重刷莲花楼莲花楼就是成毅的演技大赏打戏、哭戏、虐戏、爆发戏、日常戏、反串戏……无一短板！男版妲己上线非小花莫属勾魂摄魄的这里我不知道看了多少遍，小眼神既魅惑又无辜，勾的人心里痒痒死了，吃又吃不到，抓耳挠腮的下一秒切换打戏快 正在重刷莲花楼莲花楼就是成毅的演技大赏打戏、哭戏、虐戏、爆发戏、日常戏、反串戏……无一短板！男版妲己上线非小花莫属勾魂摄魄的这里我不知道看了多少遍，小眼神既魅惑又无辜，勾的人心里痒痒死了，吃又吃不到，抓耳挠腮的下一秒切换打戏快、准、狠！成毅才是黑莲花慕子期的最佳人选如果拍了又是一部经典诞生！ ,2023-12-21 10:20
天才不足以形容你的天分，努力无法概括出你的付出，为演绎角色而生的，永远是璀璨如星的宝石，在黑暗的深处熠熠闪亮。我心中永远的经典,2023-12-21 10:20
锦衣之下，从预告就没骗我的好看～,2023-12-21 10:19
反正不是粉丝自嗨的那些傻白不甜仙啥剧 ,2023-12-21 10:18
观众心中的古装TOP1自然要看播放量啦！《香蜜沉沉烬如霜》云合百亿上线15分钟网络播放量就破亿！2023《长相思》古装TOP1！杨紫的剧观众就是爱呀,2023-12-21 10:18
莲花楼,2023-12-21 10:18
作为资深追剧人我超推荐莲花楼！ ,2023-12-21 10:18
古装电视剧天花板官方认证任嘉伦，封神佳作多期待待播剧古装男神,2023-12-21 10:17
这个位置永远是成毅的,2023-12-21 10:17
霸总既视感，刘宇宁优秀！,2023-12-21 10:17
《山河令》YYDS,2023-12-21 10:16
期待任嘉伦的待播剧,2023-12-21 10:15
玉骨遥我的时影小神仙,2023-12-21 10:14
…… ,2023-12-21 10:14
甄嬛传吧，有人不服吗 ,2023-12-21 10:13
我还是很喜欢你，像风走了八万里，不问归期，我还是很喜欢你，像云漂泊九万里，不曾歇息；我还是很喜欢你，像太阳升了落去，无论朝夕。//:lyxlyx当然是长月烬明啊，澹台烬，起风了，今夜一定非常难熬,2023-12-21 10:12
你是春天的涓涓溪水，缓缓而温柔，是纷乱世界里唯一的安慰，是众生皆苦里的蜜糖//:lyxlyx当然是长月烬明啊，澹台烬，起风了，今夜一定非常难熬,2023-12-21 10:12
我在黄昏上写一封书信 载着落日的余晖和银河的浪漫 寄给你 寄给温柔本身🎑//:lyxlyx当然是长月烬明啊，澹台烬，起风了，今夜一定非常难熬,2023-12-21 10:12
古剑奇谭我就问很少有剧能超越 ,2023-12-21 10:12
TVB港剧：《金枝欲孽》刘亦菲的剧：《梦华录》 ,2023-12-21 10:12
嘉人宝宝就是最棒哒粉随正主实力不允许低调任嘉伦你好好沉淀我们自己玩,2023-12-21 10:11
,2023-12-21 10:11
点点繁星闪耀，宛如星河，就像你那深邃的眼眸，装下了世间一切的美好//:lyx惟君子能谦，惟谦终成其为君子也。,2023-12-21 10:10
我喜欢你，就像大风吹过海面，乏起浪花一样，自然而然，再冷的天气，也没法阻止，我喜欢你的温度。//:lyx惟君子能谦，惟谦终成其为君子也。,2023-12-21 10:10
“就算是星星碎掉 溢出来的星光也很好看”//:lyx惟君子能谦，惟谦终成其为君子也。,2023-12-21 10:10
赵雅芝的《新白娘子传奇》 ,2023-12-21 10:09
古早的大宋提刑官，洗冤录，武林外传，龙门镖局，水月洞天，近些年的知否，陆贞传奇，琉璃，庆余年都不错，时不时重刷 ,2023-12-21 10:09
仙剑一和仙剑三和琅琊榜这三部每年都会重刷 ,2023-12-21 10:09
||刘宇宁宁远舟刘宇宁燕子京如果快乐是一种发明，它很容易被一再发明希望你快乐每天人间于此，欢喜是你💕刘宇宁一念关山刘宇宁珠帘 ||刘宇宁宁远舟刘宇宁燕子京如果快乐是一种发明，它很容易被一再发明希望你快乐每天人间于此，欢喜是你💕刘宇宁一念关山刘宇宁珠帘玉幕刘宇宁魏劭刘宇宁折腰刘宇宁卓不凡刘宇宁天行健刘宇宁帝林刘宇宁紫川摩登兄弟刘宇宁[虎爪比心]刘宇宁[虎爪比心]宁哥[虎爪比心]棚主[虎爪比心]lyn,2023-12-21 10:09
cy心中的古装剧Top1，今年暑期热剧《莲花楼》他是年少气盛的四顾门门主李相夷亦是放下过去，自由洒脱的江湖游医李莲花成毅的哥哥的演技让我至今没有走出莲花楼,2023-12-21 10:09
新鲜出土的壁纸宁哥来啦！快来取快来取，宁哥还是一如既往的帅新鲜的批呀,2023-12-21 10:09
cy任何一部成毅演绎的古装剧，都是我心中的Top 1,2023-12-21 10:08
陈情令,2023-12-21 10:08
必须是一念关山刘宇宁远舟刘宇宁燕子京感谢你有一颗强大的内心刘宇宁一念关山刘宇宁珠帘玉幕刘宇宁魏劭刘宇宁折腰刘宇宁卓不凡刘宇宁天行健必须是一念关山刘宇宁远舟刘宇宁燕子京感谢你有一颗强大的内心刘宇宁一念关山刘宇宁珠帘玉幕刘宇宁魏劭刘宇宁折腰刘宇宁卓不凡刘宇宁天行健刘宇宁帝林刘宇宁紫川,2023-12-21 10:07
西游记一出谁与争锋 ,2023-12-21 10:07
冬天就会想到澹台烬。唯有热爱可以无畏世间无常，更要坚信，会有冰雪消融的一天,2023-12-21 10:07
rjlrjl古装王子任嘉伦的每一部剧都是Top1想当年，《大唐荣耀》登场折服了多少的广平王妃，而后《锦衣之下》的陆大人更是横空出世，接着《周生如故》的皇叔成就了不可动摇的地位！部部都是爆剧……期待任嘉伦的未播剧～《无忧渡》《烈焰武庚纪》《流水迢迢》rjlrjl古装王子任嘉伦的每一部剧都是Top1想当年，《大唐荣耀》登场折服了多少的广平王妃，而后《锦衣之下》的陆大人更是横空出世，接着《周生如故》的皇叔成就了不可动摇的地位！部部都是爆剧……期待任嘉伦的未播剧～《无忧渡》《烈焰武庚纪》《流水迢迢》| 任嘉伦,2023-12-21 10:07
我心中的古装top必然是为为啊涂山璟叶十七yyds,2023-12-21 10:07
cy转发,2023-12-21 10:06
琅琊榜，喜欢权谋剧 ,2023-12-21 10:05
莲花楼好看成毅演绎的太好了后劲太大了！走不出来了现在满脑子都是李莲花李相夷！已无心工作，频频出错近几个月我是不会再打开其他电视剧了！先缓缓我还会二刷的，好多细节之处第一遍看的时候还不够仔细！劳歌一曲解行舟莲花楼好看成毅演绎的太好了后劲太大了！走不出来了现在满脑子都是李莲花李相夷！已无心工作，频频出错近几个月我是不会再打开其他电视剧了！先缓缓我还会二刷的，好多细节之处第一遍看的时候还不够仔细！劳歌一曲解行舟红叶青山水急流日暮酒醒人已远满天风雨下西楼！ ,2023-12-21 10:05
你心中的古装剧Top1是哪一部？《陈情令》《莲花楼》《长月烬明》《周生如故》《香蜜沉沉烬如霜》《长相思》,2023-12-21 10:05
玉骨遥。时影古装之神。,2023-12-21 10:05
《莲花楼》,2023-12-21 10:05
那必须琅琊榜 ,2023-12-21 10:04
说起这个👆🏻我就陷入选择困难症了😔比较像《大唐荣耀》1-2《锦衣之下》《周生如故》我不要太爱了～不停的重刷啊！建议大家没看的赶紧去看！！哦哦、任嘉伦的古装剧不得不看吧、还有待播的《无忧渡》《烈焰之武庚纪》《流水迢迢》 ,2023-12-21 10:03
长月烬明服化道后期制作绝对精良 ,2023-12-21 10:03
✖️为了替雪鸢报仇，除慎儿，怼太后，擒周亚夫，谁能不爱这么霸气的窦漪房呢～,2023-12-21 10:03
🌟成毅🌟莲花楼李相夷天下第一，李莲花长命百岁！！！这是所有莲络人心中共同的期许！！！霸榜五个月，豆瓣评分8.5超百万人线上同时追剧…站内评分9.1！！！多平台数据Top1…莲花楼民选爆剧毋庸置疑！成毅饰演的李相夷｜李莲花无可替代🌟成毅🌟莲花楼李相夷天下第一，李莲花长命百岁！！！这是所有莲络人心中共同的期许！！！霸榜五个月，豆瓣评分8.5超百万人线上同时追剧…站内评分9.1！！！多平台数据Top1…莲花楼民选爆剧毋庸置疑！成毅饰演的李相夷｜李莲花无可替代cycy,2023-12-21 10:03
《长歌行》“我已失家不愿再失大唐！” 这部剧是古装正剧的存在《星汉灿烂》凌不疑的心怀天下，心怀百姓，对国家负责任，对自己所爱之人的爱宽广不狭隘，爱屋及乌。《琅琊榜》权谋，隐忍。《知否。知否。应是绿肥红瘦》女人的自主独立，聪颖！ ,2023-12-21 10:03
莲花楼 ,2023-12-21 10:02
琅琊榜 ,2023-12-21 10:02
任嘉伦“亚太年度优秀演员”实至名归古今中外都优秀,2023-12-21 10:02
任嘉伦的所有古装剧在我心中都是Top1，期待任嘉伦的三部古装待播剧,2023-12-21 10:01
玉骨遥 ,2023-12-21 10:01
天乩之白蛇传说yyds😎,2023-12-21 10:01
如果只能爱你四天，我希望是春天夏天秋天冬天；如果只能爱你三天，我希望是昨天今天明天；如果只能爱你一天，我希望是每一天。刘宇宁燕子京刘宇宁珠帘玉幕刘宇宁魏劭刘宇宁折腰刘宇宁宁远舟刘宇宁一念关山刘宇宁卓不凡刘宇宁天行健刘宇宁帝林 如果只能爱你四天，我希望是春天夏天秋天冬天；如果只能爱你三天，我希望是昨天今天明天；如果只能爱你一天，我希望是每一天。刘宇宁燕子京刘宇宁珠帘玉幕刘宇宁魏劭刘宇宁折腰刘宇宁宁远舟刘宇宁一念关山刘宇宁卓不凡刘宇宁天行健刘宇宁帝林刘宇宁紫川lyn刘宇宁宁远舟lynlyn刘宇宁一念关山,2023-12-21 10:01
《甄嬛传》,2023-12-21 10:01
神探狄仁杰。。。。。 ,2023-12-21 10:00
此属成毅,2023-12-21 09:59
一念关山 ,2023-12-21 09:59
陈情令,2023-12-21 09:59
“你站在那里，不是光芒拥抱你，而是光芒由你而来”,2023-12-21 09:59
【 民选国民古装剧Top1：莲花楼 】心中的古装剧Top1：莲花楼。没有之一。霸榜近5个月了，到处都是莲花楼的影子。各大高校，各类舞台一波接一波的cos，街上，地铁随处可偶遇的莲络人，一个接一个的热搜，一个接一个的奖项。无一不告诉我们：民选爆剧就是不一样。永远忘不了百万➕莲络人同时追剧 【 民选国民古装剧Top1：莲花楼 】心中的古装剧Top1：莲花楼。没有之一。霸榜近5个月了，到处都是莲花楼的影子。各大高校，各类舞台一波接一波的cos，街上，地铁随处可偶遇的莲络人，一个接一个的热搜，一个接一个的奖项。无一不告诉我们：民选爆剧就是不一样。永远忘不了百万➕莲络人同时追剧的场景，永远忘不了热度破万那一刻的泪流满面。感谢莲花楼，感谢所有台前幕后工作人员。感谢演绎了最好的李相夷李莲花。一起来重温【莲花楼经典名场面之竹林舞剑】时至今日，天下第一依然是李相夷！cycy,2023-12-21 09:58
唯有《山河令》 ,2023-12-21 09:58
当然是刘宇宁的宁远舟啊！温柔强大内核稳定武力值top三观正好爱人好领导好兄弟，他就是最完美的！ ,2023-12-21 09:58
香蜜沉沉烬如霜，长相思,2023-12-21 09:57
摩登兄弟刘宇宁,2023-12-21 09:57
当然是由肖战王一博主演的《陈情令》！ ,2023-12-21 09:56
cy成毅雅人深致、成毅气宇不凡成毅惊才风逸、成毅品貌非凡、成毅温文尔雅、毅风流倜傥、成毅翩翩少年、成毅英俊潇洒、成毅一表人才、成毅眉清目秀、成毅淑人君子、成毅足智多谋、成毅鹤立鸡群、成毅仪表不凡、成毅明眸皓齿、成毅昂藏七尺、成毅清新俊逸、成毅面如冠玉、 cy成毅雅人深致、成毅气宇不凡成毅惊才风逸、成毅品貌非凡、成毅温文尔雅、毅风流倜傥、成毅翩翩少年、成毅英俊潇洒、成毅一表人才、成毅眉清目秀、成毅淑人君子、成毅足智多谋、成毅鹤立鸡群、成毅仪表不凡、成毅明眸皓齿、成毅昂藏七尺、成毅清新俊逸、成毅面如冠玉、成毅玉树临风、风度翩翩。,2023-12-21 09:56
周生如故，没有之一，小南辰王，无人能敌然后是陆绎，长意最后期待三部待播剧烈焰之武庚纪，无忧渡，流水迢迢。明年的我有三部的古装可以期待，想想都开心,2023-12-21 09:55
香蜜沉沉烬如霜 ,2023-12-21 09:55
山河令 ❤️💙over ,2023-12-21 09:54
《仙剑奇侠传》吧 ,2023-12-21 09:54
大明王朝1566 神剧 ,2023-12-21 09:53
那太多了 手心手背都是肉 ,2023-12-21 09:53
刘亦菲,2023-12-21 09:53
｜｜刘宇宁宁远舟刘宇宁燕子京和摩登兄弟刘宇宁超话在一起的第九百八十四天🎧🎧刘宇宁一念关山｜刘宇宁珠 ｜｜刘宇宁宁远舟刘宇宁燕子京和摩登兄弟刘宇宁超话在一起的第九百八十四天🎧🎧刘宇宁一念关山｜刘宇宁珠帘玉幕刘宇宁魏劭 | 刘宇宁折腰刘宇宁卓不凡｜刘宇宁天行健刘宇宁帝林｜刘宇宁紫川摩登兄弟刘宇宁🌟宁哥🌟刘宇宁🌟𝓁𝓎𝓃✨棚主,2023-12-21 09:52
最爱《山河令》 ,2023-12-21 09:52
甄嬛传 宫系列 延禧攻略(最爱)     传闻中的陈芊芊  星汉灿烂 ,2023-12-21 09:52
那当然是《长歌行》啦，我已失家，不愿再失大唐,2023-12-21 09:52
山河令，无出其右，温客行每一面都是完美，是龚俊演绎的，但是独立的，温客行，我的温温 ,2023-12-21 09:52
